name,rating,reviews,host_name,address,amenities,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout
Sapanca CasaMia Suit Panorama,New,0,Casamia,"Sapanca, Sakarya, Turkey","Lake view,Mountain view,Wifi,Dedicated workspace,Free parking on premises,HDTV with Netflix,AC – split-type ductless system,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",9689, Turkey,1,1,2,0,1,0,14:00:00,12:00:00
SAPANCA BAMBOOLOW RESORT,New,1,Sapanca Bamboolow Resort,"Sapanca, Sakarya, Turkey","Mountain view,Garden view,Kitchen,Wifi – 8 Mbps,Dedicated workspace,Free parking on premises,HDTV with Netflix,AC – split-type ductless system,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",16457, Turkey,1,1,2,0,1,0,14:00:00,12:00:00
Kabin Tres - Kamp Aleixo Island Glamping,5.0,4,Shannen,"Cavinti, Calabarzon, Philippines","Lake view,Mountain view,Waterfront,Kitchen,Free parking on premises,Pets allowed,Private patio or balcony,Shared backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4221, Philippines,0,2,5,0,0,0,14:00:00,12:00:00
Sleeps 2 with a private pool and a jacuzzi in nature,New,1,Gülcan,"Kaş, Antalya, Turkey","Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6315, Turkey,1,1,2,0,1,0,15:00:00,12:00:00
Olympos Natural full-furnished duplex cozy,New,2,Buse Sena,"Olimpos / Kumluca, Antalya, Turkey","Mountain view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4898, Turkey,1,3,5,0,2,0,11:00:00,13:00:00
Star-studded rooms with activities in front of the pension,5.0,4,Onda,"Sowon-myeon, Taean-gun, South Chungcheong Province, South Korea","Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4034, South Korea,1,0,4,0,0,0,14:00:00,11:00:00
Nirvana | A Frame Cabin,4.75,4,Sukhbir,"Jibhi, Himachal Pradesh, India","Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Shared backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5135, India,1,1,2,0,1,0,11:00:00,11:00:00
HAERI • (H3) • Utsera Cabins • Racha,5.0,3,Geno,"Oni, Racha-Lechkhumi and Kvemo Svaneti, Georgia","Kitchen,Wifi,Washing machine,Dryer,Air conditioning,Bath,Patio or balcony,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9103, Georgia,1,2,4,0,1,0,15:00:00,12:00:00
Munic Bungalow Sapanca,New,0,İclal,"Sapanca, Sakarya, Turkey","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool – available seasonally,Private hot tub,TV,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13798, Turkey,1,3,5,0,2,0,15:00:00,12:00:00
Blue Lagoon - Art House,New,2,Hai,"Cát Hải, Hải Phòng, Vietnam","Waterfront,Kitchen,Wifi – 27 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,Air conditioning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3186, Vietnam,1,1,2,0,1,0,14:00:00,12:00:00
Arzni park resort,5.0,3,Mekhak,"Arzni, Kotayk Province, Armenia","Wifi,Free parking on premises,Private hot tub,Pets allowed,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7191, Armenia,1,1,2,0,0,0,14:00:00,12:00:00
Unique 3B R& 2tiki’s hut/tree house & with pool,New,1,Lyn,"Bacacay, Bicol, Philippines","Sea view,Mountain view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",40665, Philippines,2,5,15,0,5,0,12:00:00,12:00:00
HAERI • (H1) • Utsera Cabins • Racha,5.0,3,Geno,"Oni, Racha-Lechkhumi and Kvemo Svaneti, Georgia","Kitchen,Wifi,Free on-street parking,Free washing machine,Free dryer,Central air conditioning,Bath,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9103, Georgia,1,2,4,0,1,0,14:00:00,00:00:00
"Andifli , Üçgen Honeymoon House",New,0,Cengiz,"Kaş, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8843, Turkey,1,1,2,0,1,0,16:00:00,10:00:00
Yıldırım Loft Bungalov,New,0,Volkan,"Dernek, Rize, Turkey","Kitchen,Dedicated workspace,Pets allowed,TV,Indoor fireplace,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11038, Turkey,1,3,6,0,1,0,12:00:00,12:00:00
Eco Cottage Stay,4.88,18,Prathamesh,"Vengurla, Maharashtra, India","Waterfront,Free parking on premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8559, India,1,3,3,0,3,0,13:00:00,11:00:00
DREAM RIVER EXCLUSIVE BUNGALOW,New,0,Uğur,"Çamlıhemşin, Rize, Turkey","Waterfront,Garden,Hair dryer,Refrigerator,Breakfast,Long-term stays allowed,Security cameras on property,Unavailable: Smoke alarmSmoke alarm",16708, Turkey,1,0,6,0,2,0,15:00:00,12:00:00
"A-haus Villa 1
Min 2pax - Max 6pax",New,2,Isla Del Antoño,"Cavinti, Calabarzon, Philippines","Lake view,Mountain view,Waterfront,Kitchen,Dedicated workspace,Private pool,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5409, Philippines,1,5,6,0,1,0,14:00:00,12:00:00
Villa Hidden Paradise Garden,New,0,Mert,"Muğla, Turkey","Garden view,Mountain view,Wifi – 11 Mbps,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,32"" HDTV with Amazon Prime Video, Fire TV, Netflix, cable/satellite TV, standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5067, Turkey,1,4,4,0,2,0,15:00:00,12:00:00
Triangle on the rocks!,4.94,16,Socratis,"Amargeti, Paphos, Cyprus","Kitchen,Free parking on premises,Pets allowed,Patio or balcony,Garden,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1903, Cyprus,0,1,2,1,0,0,15:00:00,12:00:00
Lovely large lawn romantic lake view in front of cabin (one double bed) near Second Dormitory Sun Pavilion,4.82,11,政憲,"Zuozhen District, Tainan City, Taiwan","Wifi,Free parking on premises,Pets allowed,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",4476, Taiwan,1,1,2,0,1,0,14:00:00,12:00:00
URNA Glamping Stays,New,0,Anurag,"Dhanachuli, Uttarakhand, India","Mountain view,Valley view,Wifi,Free parking on premises,Pets allowed,Washing machine,Bath,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6505, India,1,1,2,0,1,0,12:00:00,12:00:00
villa with outdoor jacuzzi with mountain views,New,0,Akif,"Kemer, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Hot tub,TV,Washing machine,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15084, Turkey,1,3,4,0,2,0,15:00:00,12:00:00
"Kalkan'da Muhafazakar, Jakuzili Üçgen Villa",New,1,Duygu,"Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7576, Turkey,2,3,4,0,2,0,16:00:00,10:00:00
Enjoying a peaceful vacation is personal,New,0,Kenan,"Kaş, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9326, Turkey,1,1,2,0,1,0,11:00:00,11:00:00
Conservative honeymoon clothy houses-2-eciralikvilla,New,0,Ridvan,"Kaş, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6442, Turkey,1,1,2,0,1,0,15:00:00,10:00:00
Bean Homestay,New,1,Trang,"Quan Lan, Quảng Ninh, Vietnam","Kitchen,Wifi,Free parking on premises,Air conditioning,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2329, Vietnam,1,2,4,0,1,0,13:00:00,12:00:00
Yaşam Bungalow,New,1,Yaşam,"Dikkaya, Rize, Turkey","Wifi,TV,Central air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",25037, Turkey,1,3,2,0,2,0,12:00:00,12:00:00
Enjoy the hot tub with sea views,New,0,Selman,"Kumluca, Antalya, Turkey","Beach access,Wifi,Free parking on premises,Private hot tub,TV,Air conditioning,Garden,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7024, Turkey,1,2,4,0,2,0,12:00:00,12:00:00
Anka Bungalow,New,0,Stephen,"Kaş, Antalya, Turkey","Garden view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12312, Turkey,1,1,2,0,1,0,15:00:00,11:00:00
3 minute walk from the beach,4.92,12,Bridge12th B&B,"花蓮市, Taiwan","Sea view,Ocean view,Public or shared beach access – Beachfront,Free carport on premises,Air conditioning,Shared backyard – Not fully fenced,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11435, Taiwan,1,1,2,0,1,0,13:00:00,11:00:00
A1 GlampingSingle glamping in a property where you can get away from everyday life and feel nature and sensibility at the same time,New,1,Onda,"Seogwipo, Jeju Province, South Korea","Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Refrigerator,Microwave,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",9455, South Korea,1,2,8,0,1,0,15:00:00,11:00:00
Fold's house,New,0,Quỳnh Trang,"Thành phố Pleiku, Gia Lai, Vietnam","Kitchen,Wifi,Pets allowed,TV,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1165, Vietnam,1,1,2,0,1,0,13:00:00,12:00:00
펜션 앞 바다에서 다양한 활동을 즐길 수 있는 숙소의 바다 객실,New,0,Onda,"Sowon-myeon, Taean-gun, South Chungcheong Province, South Korea","Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4034, South Korea,1,0,4,0,0,0,14:00:00,11:00:00
Bear Bungalov,New,0,Bülent,"Çayeli, Rize, Turkey","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",76504, Turkey,1,1,2,0,1,0,14:00:00,11:00:00
"Nido Sun Pavilion Nearby Cabin (3ppl Futon, Shared Bathroom) Beautiful large lawn in front Romantic lake Night view",4.86,7,政憲,"Zuozhen District, Tainan City, Taiwan","Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6274, Taiwan,1,3,4,0,1,0,14:00:00,12:00:00
Patara Bungaloov Evi,New,0,Villam,"Kepez, Antalya, Turkey","Beach view,Desert view,Kitchen,Wifi,Pets allowed,TV,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4767, Turkey,1,2,3,0,1,0,11:00:00,12:00:00
Doğa Manzaralı Muhafazakar Kiralık Tatil Villası,New,0,Muhammet,"Kaş, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,AC – split-type ductless system,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3945, Turkey,2,3,4,0,2,0,16:00:00,10:00:00
Babil Bungalow Villa,New,0,Muhammed Ali,"Kartepe, Kocaeli, Turkey","Bay view,Garden view,Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Indoor fireplace,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",17214, Turkey,1,1,4,0,1,0,14:00:00,12:00:00
The MuG Resort,5.0,4,นภสร,"Tambon Samet, Chang Wat Chon Buri, Thailand","Wifi,Free parking on premises,TV,Air conditioning,Breakfast,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3252, Thailand,1,1,2,0,10,0,14:00:00,12:00:00
Glamping A3 in a single-family home where you can get away from the everyday and feel nature and emotions at the same time,New,1,Onda,"Seogwipo, Jeju Province, South Korea","Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Refrigerator,Microwave,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",9455, South Korea,1,2,8,0,1,0,15:00:00,11:00:00
A-Frame Bungalow in a Beautiful Pine Forest,New,0,Sens,"Kızılağaç, Antalya, Turkey","Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Private patio or balcony,Shared garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5640, Turkey,5,5,5,0,5,0,15:00:00,12:00:00
"Cabin near Second Dormitory Sun Pavilion (Queen bed 150cm, shared bathroom) Beautiful large lawn romantic lake view at night",4.94,16,政憲,"Zuozhen District, Tainan City, Taiwan","Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",5552, Taiwan,1,2,2,0,1,0,14:00:00,12:00:00
BUNGALOW VİLLA WITH NATURE AND LAKE VIEW,New,0,Fatih,"Sapanca, Sakarya, Turkey","Garden view,Lake view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",41682, Turkey,1,1,2,0,1,0,14:00:00,12:00:00
Doğa Manzaralı Kiralık Bungalov Tatil Villası,New,0,Muhammet,"Kaş, Antalya, Turkey","Kitchen,Wifi,Pool,Hot tub,TV,Washing machine,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4672, Turkey,2,3,4,0,2,0,16:00:00,10:00:00
"(,)",4.67,3,政憲,"Zuozhen District, Tainan City, Taiwan","Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",5559, Taiwan,1,2,2,0,1,0,14:00:00,12:00:00
A2 Glamping in a private home where you can get away from the everyday and feel nature and sensibility at the same time,New,0,Onda,"Seogwipo, Jeju Province, South Korea","Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Refrigerator,Microwave,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",9455, South Korea,1,2,8,0,1,0,15:00:00,11:00:00
Three scandanevian style chalets in spellbound,New,0,Verma,"Sakalana Range, Uttarakhand, India","Mountain view,Resort view,Kitchen,Free parking on premises,Indoor fireplace,Fire pit,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8901, India,3,1,12,0,3,0,12:00:00,12:00:00
Nirvana | A Frame Cabin,5.0,3,Sukhbir,"Jibhi, Himachal Pradesh, India","Valley view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5135, India,1,1,2,0,1,0,11:00:00,11:00:00
Triangular FOREST HOUSE in Druskininkai center,New,2,Dovile,"Druskininkai, Alytaus apskritis, Lithuania","Garden view,Resort view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared hot tub,Pets allowed,EV charger,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",15402, Lithuania,1,4,6,0,2,0,12:00:00,12:00:00
Lovely cabin in mountain village,4.84,113,David,"Štôla, Prešov Region, Slovakia","Mountain view,Valley view,Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,EV charger,Bath,Garden,Children’s books and toys",6165, Slovakia,1,3,4,0,1,0,14:00:00,10:00:00
으지네민박,4.78,125,Euji,"Jinbu-myeon, Pyeongchang-gun, Gangwon Province, South Korea","Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",22259, South Korea,2,3,6,0,3,0,15:00:00,12:00:00
Patara tiny house 2,5.0,3,Umit,"Kaş, Antalya, Turkey","Beach view,Sea view,Kitchen,Wifi,Private pool,Private hot tub,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8078, Turkey,1,1,2,0,1,0,16:00:00,10:00:00
Sheep Village No. 3 [Solitary Family Pension Nearest Sheep Ranch],4.93,15,Sungho,"Daegwalnyeong-myeon, Pyeongchang-gun, Gangwon Province, South Korea","Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Long-term stays allowed",13856, South Korea,3,3,6,0,3,0,15:00:00,11:00:00
"Cottage, wonderfull seaview,  6 beds",4.88,42,Lotte,"Allinge, Denmark","Garden view,Bay view,Beach access,Kitchen,Free parking on premises,Washing machine,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10276, Denmark,1,6,6,0,3,0,15:00:00,10:00:00
Nature cottage,4.84,244,Viktor,"Königs Wusterhausen, Brandenburg, Germany","Public or shared beach access,Kitchen,Free parking on premises,Patio or balcony,Private backyard – Fully fenced,Indoor fireplace,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6477, Germany,1,2,4,0,1,0,16:00:00,11:00:00
Superior Bungalow 02,New,0,Gede,"Bontosikuyu, South Sulawesi, Indonesia","Beach access – Beachfront,Wifi,Free parking on premises,TV,Air conditioning,Luggage drop-off allowed,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6744, Indonesia,1,2,2,0,1,0,12:00:00,12:00:00
BUNGALOW VİLLA WITH NATURE AND LAKE VIEW,New,0,Fatih,"Sapanca, Sakarya, Turkey","Garden view,Lake view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",44109, Turkey,1,1,2,0,1,0,14:00:00,12:00:00
